Type,Hash,Name,Parameters,Return,ConversionKey,Conversion,NegatedConversion,ParseType,ParseRule,Notes
Action,5858AB24,CommuneHaniwaTypeSet,CommuneHaniwaType: int,,,,,,,
Action,5879B0C9,UICafeMenuAppearHandling,,,,,,,,
Action,587DFF38,UIMiniGameHighAndLowHandling,Command: str,,,,,,,
Action,58936FF6,UIMsgCardAdrHandling,MsgCardAdrType: str,,,,,,,
Action,58C4DFB3,CancelNpcHouseEditReserve,,,,,,,,
Action,5968DB5D,NetWherearenSortOpusData,,,,,,,,
Action,59BB1F26,CountDownCatalogItemPrice,Reverse: bool,,,,,,,
Action,59DA5928,SetNpcAIBlackBoardByLabel,NpcLabel: str; Key: str; Value: int; Option: int,,,,,,,
Action,5A15913B,PlayerOpenShellFishGetMessage,,,,,,,,
Action,5A363C76,CafeSequenceWait,WaitType: str,,,,,,,
Action,5A55C810,NpcWearNewYearHat,,,,,,,,
Action,5A5D6F86,CameraSetDemoExtraParam,ExtraParamKey: str; InterpolateKey: str,,,,,,,
Action,5A9B9634,NetWherearenGetAuthorID,,,,,,,,
Action,5B2D4110,NpcWaitTalkPrepare,,,,,,,,
Action,5B2E7F15,NpcDecideCatchRequestItem,,,,,,,,
Action,5B5E25C5,FtrMoneyBoxRingSE,SeType: int,,,,,,,
Action,5BA0AD8F,NetMoveSessionOpen,,,,,,,,
Action,5BC6D528,NpcAddBlackBoard,Key: str; AddValue: int,,,,,,,
Action,5BD6594E,QuitSharePlay,,,,,,,,
Action,5BDD9D53,WaitFaderSleep,,,,,,,,
Action,5BF70C07,FoxSoldOutTagVisible,,,,,,,,
Action,5C1BF9C4,PlayerRestoreHairStyle,,,,,,,,
Action,5C3034B0,ResetNA,,,,,,,,
Action,5C50AF80,TurnOnTempAudioMusic,MusicName: int,,,,,,,
Action,5CE956F8,Pinata,ActionType: int,,,,,,,
Action,5D33E889,SoundFadeOutDuckingOn,Id: int,,,,,,,
Action,5D3AA253,UIRadioGymnasticStrapGuideHandling,,,,,,,,
Action,5D6CC5DC,SmartPhone,ActionType: int,,,,,,,
Action,5DA26F12,SetupWorkMotionForSpnPoo,,,,,,,,
Action,5DFABA00,ConfirmMovedOneSaveDataExistence,,,,,,,,
Action,5F084A60,RequetCtrlConnectSupport,RequestCount: int,,,,,,,
Action,5F0FEC81,DecideNextJuneBrideTheme,,,,,,,,
Action,5F71BA8E,RequestNpcSubHandToolAction,SubHandToolAction: str,,,,,,,
Action,5F7306BE,SetUnlockFlagCollaboAmiiboNPC,,,,,,,,
Action,603662BB,CeremonyEmoticon,ReactionGuest: str; ReactionGuest2: str; Reaction: str; ReactionAN: str; ReactionOT: str; ReactionGE: str; ReactionFU: str; ReactionZK: str; ReactionKO: str; ReactionHA: str; ReactionBO: str; Frame: int; ExcludeMainPlayer: bool,,,,,,,
Action,60552E63,PlayerStartAnimeBedWait,,,,,,,,
Action,607A7A57,StandUpChair,,,,,,,,
Action,608DC48E,PlayerOpenEmoticonGetMessage,,,,,,,,
Action,60AFDE1C,PlayerCooking,,,,,,,,
Action,60DB45DD,UIClosetLotteryHandling,,,,,,,,
Action,60DE0487,NetForceSetUser,,,,,,,,
Action,60E9CFC9,UICustomFacilityHandling,ManyTimes: str,,,,,,,
Action,61184CCD,BirthdaySwitchCurtain,Type: int,,,,,,,
Action,62334330,DecideRecoverySaveChoice,,,,,,,,
Action,6234DEC6,PlayerChangeStateDemoTalk,,,,,,,,
Action,62847BDC,SetDeliveryQuizChoice,,,,,,,,
Action,62CEAFA1,EventFlagAllSharePlayPlayer,AccessKey: str,,,,,,,
Action,630AB906,BoaFirstTagSet,Param0: int,,,,,,,
Action,630B6647,PlayerPlayCompleteAnimation,,,,,,,,
Action,631090A4,NpcAISetPosByRail,RailID: int; PointIdx: int; IsSetAngle: bool; SetAngle: float,,,,,,,
Action,635906F1,NetWaitDemo,Kind: str,,,,,,,
Action,639CB8F8,CeremonyUseCracker,,,,,,,,
Action,63D32C98,SetFadeMinimumCount,WaitFrame: int,,,,,,,
Action,63D94B2E,SetTagMoveOutLandName,Id: int,,,,,,,
Action,63E3174B,NpcSetHarvestFishExchange,,,,,,,,
Action,6439284E,StructureDeletePreviewGuide,IsImmediately: bool,,,,,,,
Action,643BE06B,SetVisitPGoHomeCheckCondition,,,,,,,,
Action,648ADAB0,NetMoveFinishWait,,,,,,,,
Action,64C49AF8,UIWorkingHandling,DisplayType: str,,,,,,,
Action,64F97C8C,EventFlagTempAllClear,,,,,,,,
Action,650A8D2D,SoundSceneChangeFadeOutDucking,Id: int,,,,,,,
Action,655058C4,PlayerTotakekeLiveGetRhythm,,,,,,,,
Action,656B1688,SystemMailSendDirect,FromType: str; FileIndex: str; LabelIndex: int; Present: str,,,,,,,
Action,663C1528,UICafeMenuDisappearHandling,,,,,,,,
Action,66A1DEA1,SetWherearenPlayerRemoveBinderSeq,IsRemove: bool; IsRequest: bool,,,,,,,
Action,66D98B28,UICustomNpcHomeHandling,,,,,,,,
Action,672CB77F,ArrangeCharacterForOrder,,,,,,,,
Action,677834C9,SoundDuckingOff,Id: int,,,,,,,
Action,67786A7D,NpcSetPosWherearenEndShareHouseDemo,,,,,,,,
Action,67BB7BC8,NetEnsureNSA,,,,,,,,
Action,67BD3456,NpcSetRewardEasterExchangeEgg,,,,,,,,
Action,67DBEF2A,ShopSellCalc,EntryVariableKeyInt_SellTotal: str; Rate: float; ExpensivePurchase: bool; IsBox: bool,,,,,,,
Action,67E6F0D6,PlayerWorkbenchThinking,,,,,,,,
Action,67E86EEC,PlayerPutonCapTemporarily,IsUsePerformance: bool,,,,,,,
Action,6864923C,SetUISelectedNpcVillagerIndex,,,,,,,,
Action,68656D73,PlayerClearFoodPowerup,,,,,,,,
Action,687FCF44,UIMsgCardSelectHandling,,,,,,,,
Action,68C8A2F1,Set6thVillager,Step: int,,,,,,,
Action,68F0DB40,SetNpcName,NpcNameType: int; ID: int,,,,,,,
Action,69020E33,SetNpcTalkFlowName,EventFlowName: str; EntryPointName: str,,,,,,,
Action,694CAB0F,Karte,ActionType: int,,,,,,,
Action,697942BB,UIWherearenIslandsMapHandling,HandlingType: str,,,,,,,
Action,69F05A1B,NpcRumorSaveAnswer,,,,,,,,
Action,6A464E5C,ChangeClothForVisitQuest,IsChangeRainWearOnly: bool; IsUseEquipId: bool,,,,,,,
Action,6A8246CA,VillageScoreNaturalReflectLandSave,,,,,,,,
Action,6B60BF39,TurnBody,TurnTarget: int; TurnAngle: float,,,,,,,
Action,6B6BE4B1,WherearenShopLoanPay,,,,,,,,
Action,6BA6A69C,NpcWarpCreatePos,,,,,,,,
Action,6BC5FB60,NpcReservrForErase,,,,,,,,
Action,6BE82D57,PlayerSetHairStyle,HairStyle: int,,,,,,,
Action,6C10B962,GetDreamID,,,,,,,,
Action,6CFBD60B,UIDemoClock,DisplayFrame: int,,,,,,,
Action,6D091327,SeoMoveCameraOut,,,,,,,,
Action,6DB9DE5F,NpcMoveToPlayer,,,,,,,,
Action,6E311717,CeremonyEquipCracker,DelayMinFrame: int; DelayMaxFrame: int,,,,,,,
Action,6E6AA517,NpcSetMoveLandWord,,,,,,,,
Action,6EEA0292,NpcMailSend,FileIndex: str; LabelIndex: int; TagType: str; Route: str; Present: str; PrimaryItem: bool,,,,,,,
Action,6F274AB7,RequestHouseMateEditDoneAction,Reaction: str,,,,,,,
Action,6F2A3160,NpcAITalkSubCastEntry,FindLabel: str; CastID: int,,,,,,,
Action,6F503396,EventFlagResetAllLiver,AccessKey: str,,,,,,,
Action,701D394C,BoaSecondTagSet,Param0: int; Param1: int,,,,,,,
Action,70320CDC,CameraResetRoomAngle,ResetAngle: float; IsInterpolate: bool,,,,,,,
Action,70DDEF83,NpcReaction,ReactionType: str,,,,,,,
Action,70F9F235,FortuneSelect,,,,,,,,
Action,7115CF1D,PlayerResetOutfitAndToolForAfterParty,,,,,,,,
Action,7147C9AE,NetReceiveMail,,,,,,,,
Action,7174BD5A,RadioExerciseBGMStart,,,,,,,,
Action,718BF53F,EventFlagSet,AccessKey: str; SetNum: int,,,,,,,
Action,71B866AB,NetUpdateDreamMeta,,,,,,,,
Action,71D142AE,NetSendMail,,,,,,,,
Action,721EEF1A,SetCeremonyChoice,,,,,,,,
Action,7291D34E,UICatalogHandling,,,,,,,,
Action,73136DB1,PlayerBirthdayWarpNpcForCandleBlow,,,,,,,,
Action,737ED532,FoxSetBuyItem,,,,,,,,
Action,73D31979,NpcChangeHeadCtrlMode,HeadCtrlMode: str; IsUseTiredLookAt: bool,,,,,,,
Action,73D996E6,NetSearchMyDesign,Type: str,,,,,,,
Action,745566FA,TkkLiveExit,,,,,,,,
Action,749733F8,DecideHarvestNpcHandTool,,,,,,,,
Action,74A8C449,SaveDisableBackupSetting,,,,,,,,
Action,74BB5F61,RadioGymnasticsSetButtonActive,,,,,,,,
Action,74CD8BCB,SetApproachTalkItem,SetType: int,,,,,,,
Action,76848A40,UIWherearenInspectUserAppear,,,,,,,,
Action,76D13C45,DecideRumorPlayer,SelectPlayerType: int,,,,,,,
Action,772E6A9C,ClearCatalogShoppingMsgCardSetting,,,,,,,,
Action,77543D79,DecrementCoffeePrice,,,,,,,,
Action,77756B2C,NpcChangeAIStateCstm,CstmType: int; TalkEventFlowName: str; TalkEntryPointName: str; ExtendParam: str,,,,,,,
Action,777B2A3E,NpcStartAS,ASType: str; IsWaitEnd: bool; IsContinueEmot: bool,,,,,,,
Action,77A12D22,EntryVariableSet,Key: str; SetValue: int,,,<<Key>><.actor_secondary> = <SetValue>,,function,"ID(Key)
ACTOR(.name=""EventFlowSystemActor"")
ASSIGN()
VALUE(SetValue=INT)",
Action,77A56AAA,SystemBGMVolumeFadeOut,FadeSec: float; FadeCurveType: int; DelaySec: float,,,,,,,
Action,7818050F,NpcDecideOrderBeforeItem,ItemType: str,,,,,,,
Action,7901272F,SetAmiiboCamperNPC,,,,,,,,
Action,790525F4,NpcSaveNickname,From: str,,,,,,,
Action,7924DB6E,SetNpcMoveoutStopInfo,MoveOutStatus: int,,,,,,,
Action,7950480E,GetAddEmoticon,Reaction: str,,,,,,,
Action,7984FE83,ReserveSkipSceneStartDemo,,,,,,,,
Action,7A075842,NetFindSessionVillage,Type: str,,,,,,,
Action,7A20E9CB,UITempMsgCardHandling,,,,,,,,
Action,7A70CF70,NpcSetSurpriseVisitDate,,,,,,,,
Action,7A75FFA6,CameraReserveFirstStateCommand,Command: str; DemoTarget: str; UseNearCulling: bool,,,,,,,
Action,7B00BFE9,RequestWaterFallDucking,OrderDemoType: int,,,,,,,
Action,7B2C5968,AfterWeddingBGMEnd,,,,,,,,
Action,7B403332,SetIsTalkedInMuseumCafe,,,,,,,,
Action,7B566B8B,PlayerStartLookDown,,,,,,,,
Action,7C25BE92,PlayerMuseumCafe,ActionType: int; IsSharePlay: bool,,,,,,,
Action,7C6DB724,SetClothesXItemsTag,MessageType: int,,,,,,,
Action,7CB80C0B,ShopSellDone,Rate: float; IsBox: bool,,,,,,,
Action,7CC30D08,MncEventSetRecipeItem,,,,,,,,
Action,7D061B6C,WherearenSetNpcVisitInfo,,,,,,,,
Action,7D27BE72,UICharactermakingHandling,CharctermakingFilterType: str,,,,,,,
Action,7D46280A,UIIllegalReportHandling,ReportTarget: int,,,,,,,
Action,7DA63AE7,SetAmiiboReadOn,,,,,,,,
Action,7DC9B7B4,WherearenReceiveSalary,,,,,,,,
Action,7E033E88,SetHandleNameTag,ID: int,,,,,,,
Action,7E178833,DecideCafeDrinkType,,,,,,,,
Action,7E39072E,OpenVillageGate,IsColDisable: bool,,,,,,,
Action,7E479687,TurnOffTempAudioMusic,,,,,,,,
Action,7ECCF799,SetSharePlaySubToolCondition,IsEnable: bool,,,,,,,
Action,7F17FF61,SetItemToPocket,ItemUniqueId: int; SetNum: int,,,,,,,
Action,7F50DCA3,NpcQuestControl,Next: str,,,,,,,
Action,7F671773,ReadAmiibo,EntryVariableKeyInt_ReadPadId: str,,,,,,,
Action,7FEAEE39,CatalogMailSend,,,,,,,,
Action,8029DBCE,ReserveSystemFlowDemo,FlowFile: str; EntryName: str; IsImmediate: bool; IsDemoRun: bool; IsPlayerTurnAccept: bool,,,,,,,
Action,80697C6C,SelectRewardItemDirect,ItemUniqueId: int; SetNum: int; ItemRemakeDecideType: str; RemakePatternIndex: int,,,,,,,
Action,806EEA01,ShopCheckItemSet,BlackBoardKey: str; ShopType: str,,,,,,,
Action,809C435C,SystemMailSend,FromType: str; FileIndex: str; LabelIndex: int; TagType: str; Route: str; Present: str; ToSharePlayer: bool; PrimaryItem: bool,,,,,,,
Action,80D34E18,UIPhotoIslandInteriorEditGuideOn,,,,,,,,
Action,80F8F65E,UIItemSelectWindowHandling,FilterType: str; ItemUniqueID: int; ItemKindType: str; ItemFilterType: str; Mode: str; IsSingleSelect: bool,,,,,,,
Action,811CAE77,NpcSetReactionType,ReactionType: str,,,,,,,
Action,81BC216E,StructureTranscriptNpcHouseCustom,ManupilateType: int,,,,,,,
Action,824F41F1,SetXmasRewardItem,IsSantaMission: bool,,,,,,,
Action,8263CD26,NpcMailSendRandom,FileIndex: str; LabelIndexBegin: int; LabelIndexEnd: int; TagType: str; Route: str; Present: str; PrimaryItem: bool,,,,,,,
Action,82711BE8,SetMoneyApplySave,,,,,,,,
Action,827FDE3E,SetCountDownCamera,CameraActionKindString: str,,,,,,,
Action,82BA0389,UIBootBGChangeDialog,,,,,,,,
Action,82E207AC,SetNumCupCake,NumCupCake: int,,,,,,,
Action,83516A87,SetCarnivalRewardItem,,,,,,,,
Action,835A6C51,AdjustTreasureLimit,,,,,,,,
Action,8436385C,PlayerShakeHead,,,,,,,,
Action,84A83992,FtrTrashBoxRingSE,,,,,,,,
Action,84B0AC45,NpcAISetLookIKParamKey,ParamKey: str,,,,,,,
Action,84D60AEB,UICharactermakingCreate,,,,,,,,
Action,8526F457,SetBirthDayTag,,,,,,,,
Action,8574C34D,WaitFrame,WaitFrame: int,,,,,,,
Action,85864650,UIConstructionPortfolioWaitManipulate,,,,,,,,
Action,85AF22FA,NpcHouseEditItemMerge,,,,,,,,
Action,86859835,NetUpdateFriendLandWithInterval,Interval: int,,,,,,,
Action,869CB01C,UIPrologueBGDisappear,,,,,,,,
Action,86AAAEBF,EquipCracker,,,,,,,,
Action,86AF60BA,UpdateHospitalDonation,,,,,,,,
Action,873310F0,SaveReserveLandMoveMark,,,,,,,,
Action,87520447,AlpSetupKeepBuckBox,,,,,,,,
Action,878212F7,SetNpcSpeakFlow,FlowName: str; EntryName: str,,,,,,,
Action,87E13D8E,BellCountDown,Money: int; Reverse: bool,,,,,,,"Reverse: true = deduct bells, false = add bells"
Action,87E1D5EC,DemoSetShareStartFlag,,,,,,,,
Action,87FC7665,ClearAllNpcOtherPlayerMoveInFlag,,,,,,,,
Action,881A7311,PynDeleteTargetExchangeEgg,,,,,,,,
Action,8882EE10,UISelectNpcMoveOut,MoveOutNpcType: str,,,,,,,
Action,88AA998A,UIDisappearAlpRemakeWipe,,,,,,,,
Action,88D30584,WherearenKKFesSetting,SettingStatus: int,,,,,,,
Action,88E40CBA,OwlDinosaurTagSet,,,,,,,,
Action,88EC1C71,PlayerTotakekeTurnToStarter,,,,,,,,
Action,89680580,DecideRecoverySaveSingle,,,,,,,,
Action,8A7188CC,UIWherearenPhotoFirstEntryDisappear,,,,,,,,
Action,8A7DD107,StructureMoveSetTag,Type: int; TagID: int,,,,,,,
Action,8C8C7576,UIWherearenIslandsMsgPhotoAppear,TexType: str; Id: int; DrawHighlight: bool; HighlightX: float; HighlightY: float; TexName: str,,,,,,,
Action,8CC06820,NetUploadPlayerIcon,IsSkipError: bool,,,,,,,
Action,8CE2965D,TkkLiveNpcStopClapping,,,,,,,,
Action,8D00CA8E,NpcSetQuestRewardToPlayerBaggage,SetType: str,,,,,,,
Action,8D2CF632,NetGetDesignerID,IsErrorHandling: bool,,,,,,,
Action,8D4CFA1E,SaveReserveBackupRestoreFlagOff,,,,,,,,
Action,8D87E604,NpcFixedInducement,,,,,,,,
Action,8DBC8C1E,CeremonyStandup,,,,,,,,
Action,8DC91764,WarpMncInOfficeGeneratePosAngleY,,,,,,,,
Action,8E7AF966,SystemRequestChangeStage,TargetStage: str; FadeOutKindString: str; FadeInKindString: str; FadeColorString: str; FadeOutSpeed: float; FadeInSpeed: float,,,,,,,
Action,8EA9FC2D,KppBarcarolleControl,SongType: str,,,,,,,
Action,8EF81A0C,NpcAISetStandupBeforeTalk,,,,,,,,
Action,8F02DDD1,OwlDonationDone,EntryVariableKeyBool_MultiComplete: str; EntryVariableKeyInt_CompleteRoomType: str,,,,,,,
Action,8F4A9989,NpcDecideRewardByCondition,ItemGroup: int; Price: int; GreatorEqual: bool; NotCollect: bool,,,,,,,
Action,8F4FFF9E,SetTagStructureName,TagType: str; TagID: int,,,,,,,
Action,8F88BF4D,NpcBalloonTalkAll,Type: int,,,,,,,
Action,8FF858BB,MessageSuspend,,,,,,,,
Action,909DA3AD,ReserveFutureMail,,,,,,,,
Action,90BA9A88,UIWherearenInspectUserReSelection,,,,,,,,
Action,913E42F6,SystemSetVisitQuestKind,VisitType: str; VisitKind: str,,,,,,,
Action,9185B4DB,CeremonyTurn,IsExcludeGuest: bool; Target: str; IsExcludeRco: bool; IsExcludeFacilitator: bool,,,,,,,
Action,91A158CC,PlayReporterOpenCommuneShop,ShopNpc: str,,,,,,,
Action,91C0EECE,OwlOpenItemMessage,,,,,,,,
Action,92172F88,KKFesDemoLive,,,,,,,,
Action,92226B72,SetItemColorName,TargetItem: int; ID: int,,,,,,,
Action,92356195,NetDeleteDream,,,,,,,,
Action,9242BD2B,OpenVillageList,,,,,,,,
Action,924BFEA0,PlayerEquipPresentBag,,,,,,,,
Action,924F928A,NpcAddFriendship,AddValue: int,,,,,,,cannot cause a drop in friendship level (e.g. NpcAddFriendship(-100) with 230 friendship points => 200 points (min for Lv6))
Action,926630A0,MyDesignExchangeResetError,,,,,,,,
Action,92758E59,RequestDuckingNextWiping,,,,,,,,
Action,928C6607,SetupWherearenEndShareHouseDemoFromHouse,,,,,,,,
Action,9301DC24,UIPhotoCameraDisappear,,,,,,,,
Action,93226310,NpcSetPos,SetPosX: float; SetPosZ: float; SetAngle: float; SetNpc: str,,,,,,,
Action,942756F7,UIShopBuyAppear,ItemBitType: str,,,,,,,
Action,94839704,UIPostHandling,,,,,,,,
Action,948953A5,NpcAISetCheckRobFunc,CheckRobType: str; AIEntryPointName: str; TalkEventFlowName: str; TalkEntryPointName: str; IsUnregist: bool; RobContinue: bool,,,,,,,
Action,948CECC1,WherearenCompleteDemoCamera,CompleteDemoParamType: str; CompleteDemoParamPointType: str; CompleteDemoInterpolateParamType: str; CompleteDemoTargetType: str; CompleteDemoDirType: int; InterpolateFrame: float,,,,,,,
Action,951C4359,NetUploadRewardUnlock,SkipError: bool; CheckHash: bool,,,,,,,
Action,952C868B,UITenKeyHandling,Type: str,,,,,,,
Action,954F3CA0,UISoftwareKeyboardHandling,FormType: str; IsClearString: bool,,,,,,,
Action,957B993E,SetWherearenNpcGardenIDDirect,NpcGardenID: int,,,,,,,
Action,957C2399,DecideEventRewardCookingRecipe,UnlockType: str,,,,,,,
Action,9585399C,WherearenResortStudyInput,,,,,,,,
Action,95B200BB,NetDownloadDream,,,,,,,,
Action,95BF4BD2,SaveDisableBackupSettingOtherThanBackupAgent,,,,,,,,
Action,95FB41F8,UIMsgCardAdrCreate,MsgCardAdrType: str,,,,,,,
Action,96390AD8,PlayerCandleBlow,,,,,,,,
Action,966962B0,UIMoneyAppear,,,,,,,,
Action,966CC038,TotakekeLiveNpcRhythm,,,,,,,,
Action,96AF6462,UIMapRemoveHandling,,,,,,,,
Action,96B7948E,PlayerDrawEasterEggRecipe,EggType: str,,,,,,,
Action,9768F097,SaveExtend,SaveExtensionData: str,,,,,,,
Action,979F48EE,NpcSelectMessage,StartType0: str; StartType1: str; StartType2: str; StartType3: str; MessageID0: str; MessageID1: str; MessageID2: str; MessageID3: str,,,,,,,
Action,97AAB47A,TkkLiveNpcClapping,,,,,,,,
Action,97B69F4C,NpcRailMove,RailID: int; IsWarp: bool; IsReverse: bool; PointA: int; PointB: int; MoveType: int,,,,,,,
Action,984B10DB,HoldGalleryCamera,,,,,,,,
Action,9877DD32,UIClientListHandling,,,,,,,,
Action,98859C72,PlayerTakeoffCapTemporarily,IsUsePerformance: bool,,,,,,,
Action,9906C6FD,SetReplaceSNPCMsgLabel,,,,,,,,
Action,99420130,ReflectFinishedJuneBrideTheme,,,,,,,,
Action,9A2A6174,CreateStaticField,,,,,,,,
Action,9AC86D49,TimeLock,TimeLockType: str,,,,,,,
Action,9B13EB37,SelectMysteryTour,TourSelectType: int,,,,,,,
Action,9B17C089,NpcAISetExitStrc,Reaction: str; TriggerType: str; Frame: int,,,,,,,
Action,9B7DA4C2,StartAmiiboPhone,FadeOutKindString: str; FadeInKindString: str; FadeColorString: str; FadeOutSpeed: float; FadeInSpeed: float; OverWriteFlow: str,,,,,,,
Action,9B80665D,SaveSimpleSave,Process: str,,,,,,,
Action,9B9296EA,SetTkkLiveRequestPlayerName,,,,,,,,
Action,9B9E46C6,MncBoxSetMaterialCount,,,,,,,,
Action,9BB5DCC6,CloseMarketShowcase,,,,,,,,
Action,9BC29BFB,UnmountAoC,,,,,,,,
Action,9C0AF76A,NetWherearenAddFollowList,Type: str,,,,,,,
Action,9C0B16A1,UINatteeCatalogRestartHandling,IsSent: bool,,,,,,,
Action,9C5C02AD,NpcSetFeelSourceActorName,,,,,,,,
Action,9C8CC4A8,UIRemakeOrderHandling,,,,,,,,
Action,9CC8B245,SetPlayerName,PlayerNameType: int,,,,,,,
Action,9CFF97BF,NpcChangeAIState,StateName: str; SubEntryName: str; TalkEventFlowName: str; TalkEntryPointName: str; IsChangeSameState: bool; IsChangePreState: bool; ...,,,,,,,
Action,9D1F31B0,NetCaptureScreenshot,,,,,,,,
Action,9D8B94B5,NoticeGameStartForPlayReport,,,,,,,,
Action,9DBAD809,NpcSetHarvestFishExchangeGiveItem,,,,,,,,
Action,9DEFD5AC,EventFlagRemains,AccessKeyIn: str; AccessKeyOut: str,,,,,,,
Action,9DFFFA9B,NextLPFadeOff,,,,,,,,
Action,9F263A9E,SystemDecideHighAndLowCard,Initialize: bool,,,,,,,
Action,9FA44FF7,ControllerConnect,EntryVariableKeyInt_PlayerIndex: str,,,,,,,
Action,9FB9F410,UILogoAppear,SelectKind: str,,,,,,,
Action,9FBD1914,PlayerChangeDemoState,ChangeDemoState: str,,,,,,,
Action,9FDB72B2,WherearenSetNpcGardenVisitBy,VisitBy: str,,,,,,,
Action,A0086E4A,NpcClearHitParam,,,,,,,,
Action,A0116C55,CreateSelectNpc,IsAmiibo: bool,,,,,,,
Action,A02D81E2,CloseVillageGate,,,,,,,,
Action,A0D603BE,UINetConnectWaitDisappear,,,,,,,,
Action,A10B8E57,SetSharePlayChangeCondition,Lock: bool,,,,,,,
Action,A170CAEA,SetChocolateDemoNpc,,,,,,,,
Action,A1A1273B,UIPortfolioInspectLoadAppear,,,,,,,,
Action,A1BC943E,ReserveTownNews,,,,,,,,
Action,A3B044BD,NpcChangeHandTool,HandToolItemID: int; SpecificToolKindString: str; IsImmediately: bool,,,,,,,
Action,A4219035,RequestLessonDemoForSound,,,,,,,,
Action,A424EC4E,UnlockItemRemakeCommonPatternUpdate,,,,,,,,
Action,A4AF9533,EmitDoorSound,DoorSoundType: str,,,,,,,
Action,A4E2D3DF,KappeiTourShowerTiming,Frame: int,,,,,,,
Action,A51424A3,EnvSetDemoTime,Hour: int; Minute: int; Second: int,,,,,,,
Action,A5D6BE1B,AnnounceCalendarEvent,AnnounceCount: str,,,,,,,
Action,A5DD5835,PlayerChairStandup,LocalDirection: int,,,,,,,
Action,A5E298DB,RevokeTreasureQuest,,,,,,,,
Action,A5FEDF40,CommuneTrailerSetCulling,TrailerType: str; CullingType: str,,,,,,,
Action,A6132AFA,SaveVerifyBackupLicense,,,,,,,,
Action,A641646B,NpcSetTalkDistance,Distance: float,,,,,,,
Action,A661C9D8,RctSetNewYearHat,SelectIndex: int,,,,,,,
Action,A68C62AF,WherearenExpandNpcHouse,,,,,,,,
Action,A6B28F29,WherearenResetVisitInfo,,,,,,,,
Action,A6EC15BC,SetTwinsTag,,,,,,,,
Action,A79242E4,SetOneRoomPartyItem,,,,,,,,
Action,A7A8055D,SavePlayerRegionLanguageUpdate,,,,,,,,
Action,A7D38745,TkkLive,,,,,,,,
Action,A880BC55,NpcGstChange,CurrentType: int,,,,,,,
Action,A881D2E0,SetCheckResult,...,,,,,,,
Action,A8FA1BE2,SetMovingItemNNPCToPokect,,,,,,,,
Action,A9901C1D,HghRevertToTailorDefault,,,,,,,,
Action,A9C07B90,MessageAutoPass,Frame: int; Fix: bool,,,,,,,
Action,A9FEEFAE,UIWherearenIslandsMsgPhotoChange,TexType: str; Id: int; DrawHighlight: bool; HighlightX: float; HighlightY: float; TexName: str,,,,,,,
Action,AA701576,UIWherearenInspectFootPrintMake,InspectUIRecord: str,,,,,,,
Action,AABE5960,NetExitDream,IsErrorExit: bool,,,,,,,
Action,AAC0EB13,PlayerChairWaitImmediately,PositionX: float; PositionY: float; PositionZ: float; CardinalDirection: str,,,,,,,
Action,AAD092DC,NetDemoNextStep,Step: str,,,,,,,
Action,AB257F1F,HousingDeliveryPhotographyBGMEnd,,,,,,,,
Action,AB541E69,UISelectedItemMoveChest,,,,,,,,
Action,AB758CEC,SetDeliveryItemAtRandom,ItemUniqueID: int; ApplyToSave: bool; ItemRemakeDecideType: str; RemakePatternIndex: int,,,,,,,
Action,AB84D320,EntryBirthDayMessage,,,,,,,,
Action,ABC7E873,NpcDecideQuestReward,RewardType: int; RewardTypeSub: int,,,,,,,
Action,AC4B976B,SetRumorDSkipInfo,,,,,,,,
Action,AC90AA13,ClearInduceFailRelationFlag,,,,,,,,
Action,AC9D56A3,GetReaction,GetActionType: str,,,,,,,
Action,ACA3733E,NetDeleteMyDesign,,,,,,,,
Action,ACCB557A,NpcSetTalkManualChoice,,,,,,,,
Action,ACCD5CEB,UIHousingOrderListHandling,,,,,,,,
Action,AD09F46C,AddMuseumCafeMeetCount,,,,,,,,
Action,AD1866A2,NpcCopyPhrase,,,,,,,,
Action,AD1A8B4F,BirthdaySwitchLight,Type: int,,,,,,,
Action,ADE01E11,PgeCafeReaction,PgeReactionType: str; IsTakeOut: bool,,,,,,,
Action,AE072FF9,NpcSetEquip,ItemUniqueID: int; EquipCategory: int,,,,,,,
Action,AE2434FF,UIPortfolioInspectLoadDisappear,,,,,,,,
Action,AE2CD2B3,AmiiboNpcOpenMessage,MessageID: str,,,,,,,
Action,AF2C8A86,UISetIsPromotionFlowFlag,IsPromotionFlow: bool,,,,,,,
Action,AF4CE04B,HospitalDonationSetTag,TagID: int; HospitalMoneyType: str,,,,,,,
Action,B00D0FEF,UIMyDesignExchangeMenuHandling,,,,,,,,
Action,B02148DD,MessageCancelShortIn,,,,,,,,
Action,B027D9AD,UpdateJuneBrideDayAlreadyCount,,,,,,,,
Action,B0462FAA,SetupWherearenSharehouseLookForHousemate,,,,,,,,
Action,B048C3C2,FinishNewVillagerCreation,,,,,,,,
Action,B07A36F1,EventFlagOff,AccessKey: str,,,,,,,
Action,B0968399,NpcMoveDirection,Angle: float; Distance: float; MoveType: int; IsUseFollower: bool; IsEndWaitAction: bool,,,,,,,
Action,B0CD19A3,MuseumNameBoardCamera,EntryVariableKeyInt_LoopNum: str,,,,,,,
Action,B109FA9C,PlayerChangeTowelMode,Switch: str,,,,,,,
Action,B1237C10,TukSetDishes,,,,,,,,
Action,B1576D9C,HgcThemeMessage,,,,,,,,
